0.568 liter, pint
beurkunden, authenticate
beurkundet, certified
beurkundung, authentication
beurkundung, certification
beurlaubend, furloughing
beurlauben, furlough
beurlaubte, furloughed
beurlaubt, furloughs
beurteilend, criticizing
beurteilen, estimate
beurteilen, judge
beurteilen, judging
beurteilt, criticizes
beurteilte, criticized
beurteilt, judged
beurteilung, assessment
beurteilung der kreditfähigkeit, credit rating
beurteilung, estimation
beurteilung in personalakten, confidential report
beurteilungsbogen, rating sheet
beurteilungskriterien, appraisal factors
beurteilungsmerkmal, characteristic
beurteilungsskala, rating scale
beute, booties
beute, booty
beutehungrig, ravening
beutelartig, marsupial
beutel, bag
beute, loot
beutel, sac
beuteltiere, marsupials
beute, prey
beute, quarry
beutet aus, exploits
bevölkernd, peopling
bevölkernd, populating
bevölkern, populate
bevölkerte neu, repopulated
bevölkerte, populated
bevölkert neu, repopulates
bevölkert, peopled
bevölkert, populated
bevölkerung im erwerbsfähigen alter, population of working age
bevölkerung im ruhestand, retired population
bevölkerung ohne festen wohnsitz, migrant population
bevölkerung, population
bevölkerungsbewegung, population movement
bevölkerungsdichte, density of population
bevölkerungsdichte, population density
bevölkerungsexplosion, population explosion
bevölkerungsgeschichte, demographic history
bevölkerungsgruppe, population group
bevölkerungsklasse, class of population
bevölkerungspolitik, demographic policy
bevölkerungspolitik, population policy
bevölkerungsprognose, population forecast
bevölkerungsprognose, population projection
bevölkerungspyramide, population pyramid
bevölkerungsschicht, class of population
bevölkerungsschicht, population stratum
bevölkerungsstatistik, demography
bevölkerungsstatistik, population statistics
bevölkerungsstatistik, vital statistics
bevölkerungsstatistisch, demographic
bevölkerungstheorie von malthus, malthusian theory of population
bevölkerungsüberschuss, population surplus
bevölkerungsüberschuss, surplus population
bevölkerungsüberschuß, surplus population
bevölkerungsüberschußþ, surplus population
bevölkerungsverschiebung, movement of population
bevölkerungsverteilung, distribution of population
bevölkerungsvorausberechnung, population forecast
bevölkerungsvorausberechnung, population projection
bevölkerungsvorausschätzung, population forecast
bevölkerungsvorausschätzung, population projection
bevölkerungsvorhersage, population forecast
bevölkerungsvorhersage, population projection
bevölkerungswachstum, growth of population
bevölkerungswachstum, population growth
bevölkerungswissenschaft, demography
bevölkerungswissenschaftler, demographer
bevölkerungszunahme, growth of population
bevölkerungszunahme, population increase
bevölkerung von 7 millionen, a population of 7 million
bevollmächtigen, authorize
bevollmächtigen, empower
bevollmächtigt, authorized
bevollmächtigte, attorney in fact
bevollmächtigte, empowered
bevollmächtigten, authorizers
bevollmächtigte neu, reauthorized
bevollmächtigter, agent
bevollmächtigter, assignee
bevollmächtigter, duly authorized person
bevollmächtigter für ein rechtsgeschäft, special agent
bevollmächtigter, man of business
bevollmächtigter vertreter, envoy
bevollmächtigt neu, reauthorizes
bevollmächtigung, authorization
bevormunden, act as guardian for
bevormundende, patronizing
bevormundend, patronizing
bevormundete, patronized
bevormundet, patronizes
bevorrechten, privilege
bevorrechtigte forderung, preferential claim
bevorrechtigte forderung, privileged claim
bevorrechtigter gläubiger, creditor by priority
bevorrechtigter gläubiger, preferential creditor
bevorrechtigte schuld, preferential debt
bevorrechtigt, precemtive
bevorrechtigung, precemption
bevorrrechtigt, preferred
bevorstehen, be imminent
bevorstehend, coming to come
bevorstehende, imminently
bevorstehendes unheil, imminence
bevorstehend, forthcoming
bevorstehend, imminent
bevorstehend, impending
bevorstehend, pending
bevorstehend, upcoming
bevorstehen, imminence
bevorzugend, preferring
bevorzugen, favour
bevorzugen, prefer
bevorzugte einstellung, preferential hiring
bevorzugte platzierung, preferred position
bevorzugte plazierung, preferred position
bevorzugte stelle, preferred position
bevorzugte stellung, preferred position
bevorzugt, precedented
bevorzugt, preferential
bevorzugt, preferred
bevorzugung durch den verbraucher, consumer preference
bevorzugungen, preferences
bevorzugung, preferableness
bevorzugung, preference
bewachend, guarding
bewachen, guard
bewachen, watch
bewachte, guarded
bewachter bahnübergang, manned crossing
bewacht, guarded
bewacht, watched
bewachung, custody
bewachungen, custodies
bewaffnen, arm
bewaffnend, arming
bewaffnet, armed
bewaffnete auseinandersetzung, armed conflict
bewaffnete leute, armed men
bewaffnete räuber, gunmen
bewaffneter räuber, gunman
bewaffnete wieder, rearmed
bewaffnet wieder, rearms
bewaffnung, armament
bewahrend, preserving
bewährend, standing the test
bewahren, preserve
bewahren, save
bewähren, stand the test
bewahrer, keeper
bewahrer, preserver
bewährt, approved
bewährtest, stood the test
bewährte wertpapiere, seasoned securities
bewahrt, preserves
bewahrung, preservation
bewährung, probation
bewährungsaufstieg, automatic progression
bewährungsfrist, period of probation
bewalded, wooded
bewaldet, afforested
bewaldet, forested
bewaldet, woody
bewältigen, cope
bewältigend, overcoming
bewältigte, overcame
bewältigt, overcomes
bewältigung, coverage
bewandert, adept
bewandert, proficient
bewandert, skilled
bewandert, versed
bewandtnisse, matters
bewandt, skilled
bewarb, solicited
bewässernd, irrigating
bewässern, irrigate
bewässerte, irrigated
bewässert, irrigates
bewässert, watered
bewässert, waters
bewässerung, irrigation
bewässerungsanlage, irrigation plant
bewässerungsanlagen, irrigation plants
bewässerungsgraben, feeder
bewässerungsgräben, feeders
bewegen, budge
bewegend, affecting
bewegende kraft, motive force
bewegend, moving
bewegend, touching
bewegen, induce
bewegen, move
bewegen sich zwischen, range between
bewegen, stir
beweggründe, motives
beweggründe, reasons
beweggrund, incitement
beweggrund, motivation
beweggrund, motive
beweglich, agile
bewegliche brücke, movable bridge
bewegliche brücke, temporary bridge
bewegliche gerätschaften, movable equipment
bewegliche güter, movables
bewegliche kupplung, flexible coupling
bewegliche, movably
beweglicher plan, rolling schedule
beweglicher steg, removable footbridge
bewegliche sache, chattel
bewegliche sachen, chattels
bewegliches denkmal, movable monument
bewegliches fest, movable feast
bewegliches gut, chattel
bewegliches gut, movable goods
bewegliches gut, movable goos
bewegliches gut, personal chattels
bewegliche verbindung, stappable connection
beweglich, flexible
beweglich gestalten, unfreeze
beweglichkeit der arbeitskräfte, mobility of labour
beweglichkeit des kapitals, mobility of capital
beweglichkeiten, mobilitys
beweglichkeit, flexibility
beweglichkeit, flexibilty
beweglichkeit, mobility
beweglichkeit, mobility of labour
beweglich, mobile
beweglich, movable
bewegt, affects
bewegtbild, moving image
bewegte bauflucht, irregular building line
bewegte, budged
bewegt, emotional
bewegtheit, choppiness
bewegt, moved
bewegung, agitation
bewegung, animation
bewegungen, locomotions
bewegungen, motions
bewegungen, movements
bewegung, exercise
bewegung, flow
bewegung, motion
bewegung, movement
bewegung nach oben, upward movement
bewegung nach unten, downward movement
bewegungsanalyse, micromotion study
bewegungselement, element of motion
bewegungselement, motion element
bewegungsform, movement pattern
bewegungsfreiheit, elbow-room
bewegungsfreiheit, liberty of action
bewegungsfreiheit, motility
bewegungsfuge, mouvement joint
bewegungsgeschwindigkeit, motion speed
bewegungsgeschwindigkeit, speed of motions
bewegungsgeschwindigkeit, speed of movements
bewegungsgeschwindigkeitþ, speed of motions
bewegungsgeschwindigkeitþ, speed of movements
bewegungshäufigkeit, activity ratio
bewegungshäufigkeit einer datei, activity rate
bewegungskategorie, class of movement
bewegungslose, motionlessly
bewegungsloskeit, motionlessness
bewegungslos, motionless
bewegungsmelder, motion detector
bewegungsreibung, dynamic friction
bewegungsrichtung, direction of motion
bewegungsstudie, motion study
bewegungstherapie, exercise therapy
bewegungsunfähig machen, immobilize
bewegungsunfähig, unable to move
bewegungsuntersuchung, motion study
bewegungsverlauf eines körperteils, path of movement
bewegungsverlauf, path of motions
bewegungszahl, flow figure
bewegungszeit, flight time
bewegungs-zeit-studie, time-and-motion study
bewegungs-zeit-studie, work study
bewegungs-zeit-untersuchung, motion study
bewehrung, armament
beweinen, bemoan
beweinen, bewail
beweinen, lament
beweinen, weep
beweis, argument
beweisaufnahme, hearing of evidence
beweisaufnahmen, hearings of evidence
beweisbar, demonstrable
beweisbare, demonstrably
beweisbarkeit, demonstrability
beweisbarkeit, provableness
beweisbar, provable
beweis der echtheit, proof of authenticity
beweisend, argumentative
beweisend, demonstrating
beweisen, demonstrate
beweisend, evidencing
beweisen, prove
beweisen, substantiate
beweise, proofs
beweis erbringen, supply evidence
beweiserhebliche, evidentially
beweis, evidence
beweisführung, argumentation
beweisführung, reasoning
beweiskraft, conclusiveness
beweiskräftig, argumentative
beweiskräftig, conclusive
beweislast, burden of proof
beweismaterial beibringen, produce evidence
beweismaterial, evidence
beweismaterial, means of evidence
beweismaterial nicht beachten, ignore evidence
beweis, proof
beweissicherung, perpetuation of evidence
beweisstück, piece of evidence
beweist, proves
bewerbend, soliciting
bewerber, applicant
bewerber, aspirant
bewerber, candidate
bewerber für den öffentlichen dienst, candidate for the civil service
bewerber für einen posten, candidate for a position
bewerber für eine stelle, applicant for work
bewerberinnen, enrollees
bewerber, job applicant
bewerberliste, list of applicants
bewerber, suitor
bewerbung, application
bewerbung, candidature
bewerbungen, candidacies
bewerbung für eine stelle, application for an employment
bewerbung, letter of application
bewerbungsbogen, application form
bewerbungsformblatt, application form
bewerbungsformular, application form
bewerbungsschreiben, letter of application
bewerbungsunterlagen, application documents
bewerbungsunterlagen, application papers
bewerbungsverfahren, application procedure
bewerkstellen, accomplish
bewerkstelligen, accomplish
bewertbar, rateable
bewerten, appraise
bewertend, appraising
bewerten, estimate
bewerten, evaluate
bewerten, rate
bewerten, rate sth
bewerten, to evaluate
bewerten, to value
bewerten, value
bewertet, appraises
bewertet, assessed
bewertete, appraised
bewertete neu, reappraised
bewertet, evaluated
bewertete zu hoch, overpriced
bewertet neu, reappraises
bewertet über, overvalues
bewertet zu gering, understates
bewertung, appraisal
bewertung, assessment
bewertung der leistung, performance appraisal
bewertung der werbeträger, media evaluation
bewertung des lagerbestands, valuation of stocks
bewertung einer tätigkeit, job grading
bewertungen, valuations
bewertung, evaluation
bewertung nach wiederbeschaffungspreis, last in - first out
bewertung nach wiederbeschaffungspreis, last in; first out
bewertung, rating
bewertungsbereich, area of scoring
bewertungsbogen, evaluation sheet
bewertungsfehler, estimation error
bewertungsfunktion, weighting function
